学科,年级,学期,知识标签,题型,题目,题目图片,选项A,选项B,选项C,选项D,答案,解析,难度
语文,三年级,上册,综合冲线,标点符号,“这本书真有意思（ ）” 句末最适合填什么标点？,,句号,问号,逗号,感叹号,D,表示强烈感受时，句末常用感叹号。,3
语文,三年级,上册,综合冲线,词语运用,下面哪句话最能体现“坚持不懈”？,,他每天练习书法，从不间断。,他写两笔就去玩了。,他一遇到难题就放弃。,他总说以后再学。,A,每天坚持练习，体现了坚持不懈。,3
语文,三年级,上册,综合冲线,阅读推理,游学那天，大家先在教室听安全提醒，再乘车去基地，午饭后进行制作活动。制作活动前大家做了什么？,,直接回家,先听提醒，再乘车到基地并吃午饭,先考试,马上去看电影,B,按活动顺序，制作活动前先听提醒、乘车到基地，再吃午饭。,3
数学,三年级,下册,读题转弯,面积基础,长方形菜圃长8米，宽5米，面积是多少平方米？,,40平方米,35平方米,30平方米,45平方米,A,长方形面积用长乘宽，8乘5等于40平方米。,1
数学,三年级,下册,读题转弯,小数换算,0.7元等于多少角？,,70角,7角,17角,0.7角,B,1元等于10角，所以0.7元就是7角。,1
数学,三年级,下册,读题转弯,日期判断,4月一共有30天，4月的最后一天是几月几日？,,4月29日,5月1日,4月30日,3月30日,C,4月有30天，所以最后一天是4月30日。,1
语文,三年级,下册,读题转弯,课文理解,《燕子》里，燕子是从哪里赶来的？,,北方,西方,海底,南方,D,课文写燕子从南方赶来，为春天增添了生机。,1
语文,三年级,下册,读题转弯,句子信息,“荷叶挨挨挤挤的，像一个个碧绿的大圆盘。” 这句话把什么比作大圆盘？,,荷叶,荷花,蜻蜓,池水,A,句子里把挨挨挤挤的荷叶比作碧绿的大圆盘。,1
语文,三年级,下册,读题转弯,词语理解,“清香扑鼻”里，哪个词写出了香味迎面而来？,,清香,扑鼻,里,迎面,B,“扑鼻”写出了香味直往鼻子里来的感觉。,1
数学,三年级,下册,信息拆分,周长计算,一个长方形操场长9米，宽4米，它的周长是多少米？,,25,27,26,28,C,周长是(9+4)乘2，等于26米。,1
数学,三年级,下册,信息拆分,面积计算,一块边长6分米的正方形地砖，面积是多少平方分米？,,35,37,38,36,D,正方形面积是边长乘边长，6乘6等于36。,1
数学,三年级,下册,信息拆分,小数计算,一本练习本2.5元，买2本一共多少元？,,5,4,6,7,A,2.5元乘2等于5元。,1
数学,三年级,下册,信息拆分,单位换算,1米5分米一共是多少分米？,,10分米,15分米,12分米,20分米,B,1米是10分米，再加5分米，一共15分米。,1
数学,三年级,下册,信息拆分,周期计算,5个星期一共有多少天？,,30天,40天,35天,25天,C,1个星期有7天，5个星期就是35天。,1
语文,三年级,下册,信息拆分,课文理解,《荷花》里，白荷花是从什么之间冒出来的？,,树叶中间,石头旁边,小路两边,大圆盘之间,D,课文写白荷花从大圆盘之间冒出来。,1
语文,三年级,下册,信息拆分,寓言理解,《守株待兔》里，农夫天天守在树桩旁，结果怎样？,,再也没有等到兔子,每天都捡到兔子,收了很多庄稼,去山上放羊了,A,农夫靠运气等兔子，最后什么也没有等到。,1
语文,三年级,下册,信息拆分,课文理解,《陶罐和铁罐》里，许多年后，人们先发现了谁？,,铁罐,陶罐,金罐,木罐,B,故事里多年后被挖出来的是埋在土里的陶罐。,1
语文,三年级,下册,信息拆分,课文理解,《鹿角和鹿腿》里，鹿最后觉得什么最有用？,,美丽的角,长长的尾巴,难看的腿,清清的河水,C,被狮子追赶时，鹿靠腿逃生，明白了腿更有用。,1
语文,三年级,下册,信息拆分,量词搭配,“一（ ）清香”里最合适填哪个量词？,,本,条,朵,阵,D,清香通常用量词“阵”。,1
数学,三年级,下册,估算判断,估算判断,一盒彩纸有198张，另一盒有203张，两盒一共大约400张，对吗？,,对,不对,大约500张,大约300张,A,198接近200，203也接近200，所以和大约是400。,2
数学,三年级,下册,估算判断,估算判断,49名同学每人发4支铅笔，大约要200支铅笔，对吗？,,不对,对,大约100支,大约300支,B,49接近50，50乘4约等于200。,2
数学,三年级,下册,估算判断,面积判断,一块长11米、宽4米的草地，面积会超过40平方米吗？,,不会,正好40平方米,会,没法判断,C,11乘4等于44，44平方米超过40平方米。,2
数学,三年级,下册,估算判断,估算判断,6元8角和9角合起来，大约7元，这样估算对吗？,,不对,大约6元,大约8元,对,D,6元8角接近7元，再加9角，估成大约7元是合理的粗估。,2
数学,三年级,下册,估算判断,路程判断,一圈跑道400米，跑2圈大约800米，这样判断对吗？,,对,不对,大约600米,大约1000米,A,400乘2就是800，所以这个判断对。,2
语文,三年级,下册,估算判断,寓言理解,《守株待兔》这个故事最想提醒我们什么？,,做事越慢越好,不能靠运气过日子,天天等着就会成功,农田不用管理,B,故事告诉我们做事不能只靠运气，要靠自己的劳动。,2
语文,三年级,下册,估算判断,词语体会,“荷花在这些大圆盘之间冒出来。” “冒”字更能看出荷花怎样？,,一动不动,马上要枯萎,有生气地长出来,躲在叶子后面,C,“冒”写出了荷花向上生长、很有精神的样子。,2
语文,三年级,下册,估算判断,通知判断,通知：周三下午2点在图书馆分享读书心得，请参加的同学1点50分前到。1点55分到还能算准时吗？,,能,正好最早,要明天再去,不能,D,通知要求1点50分前到，1点55分已经晚了。,2
语文,三年级,下册,估算判断,句意概括,“这一池的荷花都开了。” 这句话最能说明什么？,,荷花开得很多,只有一朵荷花开了,池里没有荷花,荷花全谢了,A,“一池”“都开了”说明开花的荷花很多。,2
语文,三年级,下册,估算判断,课文理解,《陶罐和铁罐》里，铁罐后来不见了，主要因为怎样？,,它飞到了天上,它生锈碎掉了,它被陶罐拿走了,它变成了金子,B,铁罐经不起时间的变化，最后生锈并破碎了。,2
数学,三年级,下册,图文转换,图表分析,文具价格表：毛笔12元，宣纸8元，墨汁6元。最便宜的是哪一种？,,毛笔,宣纸,墨汁,一样便宜,C,6元最低，所以墨汁最便宜。,2
数学,三年级,下册,图文转换,图表分析,种植面积表：白菜18平方米，萝卜24平方米，青菜21平方米。面积最大的是哪一种？,,白菜,青菜,一样大,萝卜,D,24平方米最大，所以是萝卜。,2
数学,三年级,下册,图文转换,图表分析,水果称重表：西瓜4千克，菠萝2500克，苹果1800克。最重的是哪一种？,,西瓜,菠萝,苹果,一样重,A,4千克等于4000克，比2500克和1800克都重。,2
数学,三年级,下册,图文转换,图表分析,阅读安排表：9:10阅读，9:50数学，10:30科学。9:50在上什么课？,,阅读,数学,科学,体育,B,安排表中9:50对应数学。,2
数学,三年级,下册,图文转换,图表分析,月份天数表：2月28天，4月30天，5月31天。天数最多的是哪个月？,,2月,4月,5月,一样多,C,31天最多，所以是5月。,2
数学,三年级,下册,图文转换,图表分析,跳远成绩表：小宇145厘米，小晨152厘米，小安149厘米。谁跳得最远？,,小宇,小安,三人一样远,小晨,D,152厘米最大，所以小晨跳得最远。,2
数学,三年级,下册,图文转换,图表分析,教室面积表：一组48平方米，二组52平方米，三组50平方米。面积最大的是哪一组？,,二组,一组,三组,一样大,A,52平方米最大。,2
数学,三年级,下册,图文转换,图表分析,商品价签：牛奶2元8角，面包3元5角，饼干4元2角。最贵的是哪一种？,,牛奶,饼干,面包,一样贵,B,4元2角最高，所以饼干最贵。,2
数学,三年级,下册,图文转换,图表分析,班车时刻表：第一班8:05，第二班8:20，第三班8:40。最早发车的是哪一班？,,第二班,第三班,第一班,三班一样早,C,8:05最早。,2
数学,三年级,下册,图文转换,图表分析,树木高度表：香樟树3米，银杏树4米，石榴树2米。最高的是哪一种？,,香樟树,石榴树,一样高,银杏树,D,4米最高，所以银杏树最高。,2
语文,三年级,下册,图文转换,图表阅读,课程表写着：第一节语文，第二节数学，第三节音乐，第四节美术。第三节上什么课？,,音乐,语文,数学,美术,A,课程表中第三节对应音乐。,2
语文,三年级,下册,图文转换,图表阅读,值日安排表：周一小林浇花，周二小雅擦窗，周三小东整理图书。周二谁擦窗？,,小林,小雅,小东,老师,B,值日表里周二对应小雅。,2
语文,三年级,下册,图文转换,通知理解,通知栏写着：周四下午4点在礼堂举行故事分享会。活动地点在哪里？,,操场,图书馆,礼堂,教室,C,通知里明确写着在礼堂举行。,2
语文,三年级,下册,图文转换,图表阅读,读书卡上写着：《海底世界》，作者石友，推荐人小雨。谁是推荐人？,,石友,海底世界,老师,小雨,D,读书卡上推荐人一栏写的是小雨。,2
语文,三年级,下册,图文转换,图表阅读,导览图说明：校门东边是操场，西边是食堂，北边是科技楼。科技楼在校门的哪一边？,,北边,东边,西边,南边,A,导览图中写着科技楼在北边。,2
语文,三年级,下册,图文转换,图表阅读,失物招领上写着：捡到一副蓝色手套，请到门卫室领取。应该去哪里找手套？,,广播站,门卫室,图书角,教务处,B,失物招领明确写着到门卫室领取。,2
语文,三年级,下册,图文转换,图表阅读,节目单显示：第一个节目古诗朗诵，第二个节目小合唱，第三个节目舞蹈。小合唱排在第几个？,,第一个,第三个,第二个,第四个,C,节目单里小合唱排第二。,2
语文,三年级,下册,图文转换,图表阅读,天气记录：周一晴，周二多云，周三小雨。哪一天最适合晾被子？,,周二,周三,三天都不适合,周一,D,晴天最适合晾被子。,2
语文,三年级,下册,图文转换,图表阅读,作息表：8:20晨读，9:00数学，9:50课间操。9:00大家在做什么？,,上数学课,晨读,课间操,放学,A,作息表里9:00安排的是数学。,2
语文,三年级,下册,图文转换,图表阅读,借书登记表：小辉借《赵州桥》，小曼借《昆虫记》，小强借《十万个为什么》。谁借了《昆虫记》？,,小辉,小曼,小强,老师,B,登记表中《昆虫记》对应小曼。,2
数学,三年级,下册,应用连推,两步应用,一块长方形菜地长12米，宽5米，每平方米种3株番茄，一共能种多少株？,,179,181,180,182,C,面积是12乘5等于60平方米，再乘3，一共能种180株。,3
数学,三年级,下册,应用连推,两步应用,学校买来4包宣纸，每包25张，书法课用去36张，还剩多少张？,,63,65,66,64,D,4包共有100张，减去36张，还剩64张。,3
数学,三年级,下册,应用连推,两步应用,3盒彩绳，每盒18根，平均扎成6束，每束有多少根？,,9,8,10,11,A,3盒共有54根，54除以6等于9根。,3
数学,三年级,下册,应用连推,两步应用,4块边长9分米的正方形展板，一共是多少平方分米？,,323,324,325,326,B,每块面积是9乘9等于81平方分米，4块一共324平方分米。,3
数学,三年级,下册,应用连推,两步应用,一条小路长120米，已经铺好了3段，每段28米，还剩多少米没铺？,,35,37,36,38,C,已经铺了84米，用120减84，还剩36米。,3
数学,三年级,下册,应用连推,两步应用,买4盒彩笔，每盒13元，付给售货员60元，应找回多少元？,,7,9,10,8,D,4盒彩笔共52元，60减52等于8元。,3
数学,三年级,下册,应用连推,两步应用,5箱果汁，每箱12瓶，平均分给6个小组，每组分到多少瓶？,,10,9,11,12,A,5箱共有60瓶，60除以6等于10瓶。,3
数学,三年级,下册,应用连推,两步应用,一块长方形布长8米，宽6米，剪去14平方米后，还剩多少平方米？,,33,34,35,36,B,布的面积是48平方米，减去14平方米后还剩34平方米。,3
数学,三年级,下册,应用连推,两步应用,一本书共180页，前3天每天读28页，还剩多少页？,,95,97,96,98,C,3天读了84页，180减84等于96页。,3
数学,三年级,下册,应用连推,两步应用,买2支钢笔，每支2元6角，又买1本4元3角的练习册，一共要付多少钱？,,9元1角,8元5角,10元5角,9元5角,D,两支钢笔共5元2角，再加4元3角，一共9元5角。,3
语文,三年级,下册,应用连推,寓言理解,《守株待兔》里，农夫如果想再有收成，接下来最该做什么？,,下地耕作,继续守在树桩旁,天天睡觉,把田地丢下,A,想有收成就要靠劳动，不能只等运气。,3
